plate	well	clone_id	measure_env	evolution_env	replicate	lagtime	max_growth_death_rate	time_to_stationary
A5_1	G3	23	bact	bact_pred	F	08:11:41	8.89E-04	14:23:49
A5_1	H3	24	bact	bact_pred	F	07:13:53	6.41E-04	15:10:22
A5_1	A4	25	bact	bact_pred	F	07:25:43	7.01E-04	14:13:18
A5_1	B4	26	bact	bact_pred	F	43:15:45	8.08E-04	47:14:32
A5_1	C4	27	bact	bact_pred	F	07:08:50	6.64E-04	14:45:00
A5_1	D4	28	bact	bact_pred	F	07:12:45	6.72E-04	14:39:13
A5_1	E4	29	bact	bact_pred	F	05:16:08	1.15E-03	09:54:28
A5_1	F4	30	bact	bact_pred	F	05:24:01	1.02E-03	11:18:13
A5_1	G4	31	bact	bact_pred	F	07:12:55	6.45E-04	15:11:27
A5_1	H4	32	bact	bact_pred	F	07:10:23	6.34E-04	15:43:31
A5_1	A9	1	bact	bact_pred_strep	F	08:09:09	7.26E-04	15:06:34
A5_1	B9	2	bact	bact_pred_strep	F	04:45:57	1.33E-03	08:52:33
A5_1	C9	3	bact	bact_pred_strep	F	10:33:56	6.45E-04	17:53:13
A5_1	D9	4	bact	bact_pred_strep	F	06:06:25	1.34E-03	08:52:05
A5_1	E9	5	bact	bact_pred_strep	F	05:42:12	1.33E-03	10:25:27
A5_1	F9	6	bact	bact_pred_strep	F	08:01:32	7.02E-04	14:59:10
A5_1	G9	7	bact	bact_pred_strep	F	08:35:59	7.46E-04	15:10:35
A5_1	H9	8	bact	bact_pred_strep	F	07:36:03	6.56E-04	15:12:11
A5_1	A10	9	bact	bact_pred_strep	F	04:39:47	1.42E-03	09:07:20
A5_1	B10	10	bact	bact_pred_strep	F	08:01:32	5.49E-04	16:19:32
A5_1	C10	11	bact	bact_pred_strep	F	07:36:01	6.86E-04	15:07:01
A5_1	D10	12	bact	bact_pred_strep	F	08:11:08	5.30E-04	16:35:39
A5_1	E10	13	bact	bact_pred_strep	F	08:33:11	7.51E-04	15:16:12
A5_1	F10	14	bact	bact_pred_strep	F	06:52:25	1.29E-03	09:48:42
A5_1	G10	15	bact	bact_pred_strep	F	07:46:08	8.20E-04	13:56:31
A5_1	H10	16	bact	bact_pred_strep	F	07:54:41	6.90E-04	14:51:34
A5_1	A11	17	bact	bact_pred_strep	F	08:47:59	7.88E-04	15:04:43
A5_1	B11	18	bact	bact_pred_strep	F	05:27:33	1.38E-03	09:22:30
A5_1	C11	19	bact	bact_pred_strep	F	07:41:51	7.28E-04	14:37:36
A5_1	D11	20	bact	bact_pred_strep	F	06:47:27	1.32E-03	09:45:18
A5_1	E11	21	bact	bact_pred_strep	F	07:53:10	5.43E-04	16:33:59
A5_1	F11	22	bact	bact_pred_strep	F	08:32:38	7.45E-04	15:18:56
A5_1	G11	23	bact	bact_pred_strep	F	08:30:25	7.27E-04	15:12:19
A5_1	H11	24	bact	bact_pred_strep	F	10:21:11	5.57E-04	18:22:45
A5_1	A12	25	bact	bact_pred_strep	F	11:42:55	7.44E-04	18:14:28
A5_1	B12	26	bact	bact_pred_strep	F	08:00:00	7.20E-04	15:13:22
A5_1	C12	27	bact	bact_pred_strep	F	08:23:46	7.51E-04	15:14:40
A5_1	D12	28	bact	bact_pred_strep	F	08:23:02	7.27E-04	15:24:01
A5_1	E12	29	bact	bact_pred_strep	F	08:09:41	7.25E-04	15:27:22
A5_1	F12	30	bact	bact_pred_strep	F	07:36:22	7.01E-04	15:01:17
A5_1	G12	31	bact	bact_pred_strep	F	08:03:29	7.33E-04	15:43:37
A5_1	H12	32	bact	bact_pred_strep	F	07:34:24	7.12E-04	14:39:53
A5_1	A5	1	bact	bact_strep	F	05:16:07	1.25E-03	09:34:37
A5_1	B5	2	bact	bact_strep	F	13:13:36	6.63E-04	22:53:39
A5_1	C5	3	bact	bact_strep	F	07:55:05	6.59E-04	14:39:00
A5_1	D5	4	bact	bact_strep	F	05:15:54	1.29E-03	09:28:01
A5_1	E5	5	bact	bact_strep	F	05:25:50	1.29E-03	09:38:11
A5_1	F5	6	bact	bact_strep	F	05:26:28	1.28E-03	09:45:01
A5_1	G5	7	bact	bact_strep	F	05:15:29	1.27E-03	09:33:14
A5_1	H5	8	bact	bact_strep	F	05:38:48	1.25E-03	10:03:15
A5_1	A6	9	bact	bact_strep	F	05:21:33	1.29E-03	09:33:54
A5_1	B6	10	bact	bact_strep	F	05:29:23	1.28E-03	09:37:47
A5_1	C6	11	bact	bact_strep	F	05:14:17	1.26E-03	09:26:55
A5_1	D6	12	bact	bact_strep	F	05:18:22	1.26E-03	09:31:49
A5_1	E6	13	bact	bact_strep	F	05:31:55	1.26E-03	09:43:46
A5_1	F6	14	bact	bact_strep	F	05:23:33	1.25E-03	09:36:48
A5_1	G6	15	bact	bact_strep	F	05:33:21	1.27E-03	09:43:37
A5_1	H6	16	bact	bact_strep	F	05:38:37	1.25E-03	09:50:02
A5_1	A7	17	bact	bact_strep	F	09:22:00	1.95E-03	12:49:14
A5_1	B7	18	bact	bact_strep	F	04:49:01	1.31E-03	09:04:06
A5_1	C7	19	bact	bact_strep	F	05:14:31	1.32E-03	09:25:27
A5_1	D7	20	bact	bact_strep	F	05:06:35	1.27E-03	09:29:23
A5_1	E7	21	bact	bact_strep	F	05:06:43	1.34E-03	09:19:53
A5_1	F7	22	bact	bact_strep	F	05:22:34	1.28E-03	09:39:06
A5_1	G7	23	bact	bact_strep	F	05:06:47	1.26E-03	09:22:43
A5_1	H7	24	bact	bact_strep	F	05:45:22	1.27E-03	10:04:02
A5_1	A8	25	bact	bact_strep	F	04:56:09	1.28E-03	09:05:25
A5_1	B8	26	bact	bact_strep	F	05:06:00	1.30E-03	09:17:18
A5_1	C8	27	bact	bact_strep	F	05:08:46	1.28E-03	09:25:27
A5_1	D8	28	bact	bact_strep	F	05:03:56	1.27E-03	09:27:43
A5_1	E8	29	bact	bact_strep	F	15:36:43	6.11E-04	25:53:32
A5_1	F8	30	bact	bact_strep	F	08:09:07	1.56E-03	12:28:31
A5_1	G8	31	bact	bact_strep	F	04:52:24	1.23E-03	09:16:27
A5_1	H8	32	bact	bact_strep	F	11:02:06	1.25E-03	16:28:10
A5_2	A1	1	bact_pred	bact_pred	F	09:57:39	9.28E-04	15:14:01
A5_2	B1	2	bact_pred	bact_pred	F	43:07:01	-8.47E-04	35:27:24
A5_2	C1	3	bact_pred	bact_pred	F	04:32:54	9.55E-05	07:00:53
A5_2	D1	4	bact_pred	bact_pred	F	09:21:50	5.88E-04	17:41:09
A5_2	E1	5	bact_pred	bact_pred	F	09:11:21	5.42E-04	18:30:49
A5_2	F1	6	bact_pred	bact_pred	F	17:07:34	4.24E-04	22:19:10
A5_2	G1	7	bact_pred	bact_pred	F	06:19:55	9.49E-04	11:24:36
A5_2	H1	8	bact_pred	bact_pred	F	09:00:19	5.42E-04	17:37:52
A5_2	A2	9	bact_pred	bact_pred	F	06:11:41	9.89E-04	10:59:59
A5_2	B2	10	bact_pred	bact_pred	F	09:00:05	5.59E-04	17:48:34
A5_2	C2	11	bact_pred	bact_pred	F	-9.07E-04	44:19:47
A5_2	D2	12	bact_pred	bact_pred	F	08:49:10	5.54E-04	18:17:20
A5_2	E2	13	bact_pred	bact_pred	F	08:35:06	5.22E-04	17:07:03
A5_2	F2	14	bact_pred	bact_pred	F	-5.76E-03	45:37:54
A5_2	G2	15	bact_pred	bact_pred	F	09:43:18	5.64E-04	17:47:51
A5_2	H2	16	bact_pred	bact_pred	F	06:18:00	9.99E-04	11:09:56
A5_2	A3	17	bact_pred	bact_pred	F	06:02:10	9.97E-04	11:13:37
A5_2	B3	18	bact_pred	bact_pred	F	06:38:28	7.32E-04	12:08:17
A5_2	C3	19	bact_pred	bact_pred	F	16:31:13	4.41E-04	22:27:36
A5_2	D3	20	bact_pred	bact_pred	F	06:44:08	7.53E-04	12:12:49
A5_2	E3	21	bact_pred	bact_pred	F	07:46:31	5.62E-04	13:46:40
A5_2	F3	22	bact_pred	bact_pred	F	07:13:02	7.19E-04	12:35:45
A5_2	G3	23	bact_pred	bact_pred	F	10:27:48	1.07E-03	14:53:24
A5_2	H3	24	bact_pred	bact_pred	F	14:46:47	5.96E-04	23:27:55
A5_2	A4	25	bact_pred	bact_pred	F	08:55:02	5.81E-04	17:33:32
A5_2	B4	26	bact_pred	bact_pred	F	10:59:55	2.72E-04	17:46:12
A5_2	C4	27	bact_pred	bact_pred	F	09:14:24	6.03E-04	16:05:26
A5_2	D4	28	bact_pred	bact_pred	F	17:17:30	9.65E-04	23:41:51
A5_2	E4	29	bact_pred	bact_pred	F	06:02:36	9.31E-04	10:53:20
A5_2	F4	30	bact_pred	bact_pred	F	06:54:48	7.83E-04	12:17:39
A5_2	G4	31	bact_pred	bact_pred	F	09:44:40	5.59E-04	18:01:49
A5_2	H4	32	bact_pred	bact_pred	F	09:39:23	5.86E-04	17:49:43
A5_2	A9	1	bact_pred	bact_pred_strep	F	10:07:57	5.07E-04	18:24:33
A5_2	B9	2	bact_pred	bact_pred_strep	F	05:06:11	1.26E-03	08:52:35
A5_2	C9	3	bact_pred	bact_pred_strep	F	11:47:27	5.87E-04	19:11:13
A5_2	D9	4	bact_pred	bact_pred_strep	F	06:26:19	9.35E-04	10:16:55
A5_2	E9	5	bact_pred	bact_pred_strep	F	32:23:11	3.24E-03	35:29:21
A5_2	F9	6	bact_pred	bact_pred_strep	F	10:00:51	5.42E-04	17:36:52
A5_2	G9	7	bact_pred	bact_pred_strep	F	11:13:45	5.40E-04	18:00:54
A5_2	H9	8	bact_pred	bact_pred_strep	F	10:36:37	5.40E-04	18:14:42
A5_2	A10	9	bact_pred	bact_pred_strep	F	13:26:10	1.80E-03	22:36:47
A5_2	B10	10	bact_pred	bact_pred_strep	F	11:21:52	3.76E-04	20:39:02
A5_2	C10	11	bact_pred	bact_pred_strep	F	10:04:35	5.06E-04	18:19:36
A5_2	D10	12	bact_pred	bact_pred_strep	F	10:47:59	2.97E-04	21:41:59
A5_2	E10	13	bact_pred	bact_pred_strep	F	10:24:25	5.80E-04	17:48:39
A5_2	F10	14	bact_pred	bact_pred_strep	F	07:42:05	8.65E-04	12:04:09
A5_2	G10	15	bact_pred	bact_pred_strep	F	09:58:01	4.87E-04	17:57:09
A5_2	H10	16	bact_pred	bact_pred_strep	F	09:46:00	5.54E-04	18:18:55
A5_2	A11	17	bact_pred	bact_pred_strep	F	16:53:46	1.95E-03	20:29:51
A5_2	B11	18	bact_pred	bact_pred_strep	F	05:20:55	9.77E-04	10:17:02
A5_2	C11	19	bact_pred	bact_pred_strep	F	10:40:28	4.44E-04	18:43:11
A5_2	D11	20	bact_pred	bact_pred_strep	F	06:51:09	1.06E-03	10:22:19
A5_2	E11	21	bact_pred	bact_pred_strep	F	10:16:55	4.20E-04	19:37:17
A5_2	F11	22	bact_pred	bact_pred_strep	F	10:30:15	5.59E-04	18:23:20
A5_2	G11	23	bact_pred	bact_pred_strep	F	10:57:37	5.37E-04	18:24:54
A5_2	H11	24	bact_pred	bact_pred_strep	F	39:45:02	-1.51E-03	37:23:47
A5_2	A12	25	bact_pred	bact_pred_strep	F	43:07:12	-1.09E-03	38:20:58
A5_2	B12	26	bact_pred	bact_pred_strep	F	09:58:34	5.14E-04	18:47:06
A5_2	C12	27	bact_pred	bact_pred_strep	F	10:32:29	4.96E-04	18:48:51
A5_2	D12	28	bact_pred	bact_pred_strep	F	11:09:37	3.86E-04	20:06:38
A5_2	E12	29	bact_pred	bact_pred_strep	F	10:21:59	5.66E-04	18:00:55
A5_2	F12	30	bact_pred	bact_pred_strep	F	09:50:27	5.07E-04	17:08:37
A5_2	G12	31	bact_pred	bact_pred_strep	F	10:52:18	5.57E-04	18:12:13
A5_2	H12	32	bact_pred	bact_pred_strep	F	12:11:56	5.09E-04	17:13:14
A5_2	A5	1	bact_pred	bact_strep	F	05:37:48	1.12E-03	10:06:44
A5_2	B5	2	bact_pred	bact_strep	F	21:55:21	-2.76E-03	20:38:53
A5_2	C5	3	bact_pred	bact_strep	F	10:00:53	5.84E-04	16:46:21
A5_2	D5	4	bact_pred	bact_strep	F	05:28:24	1.05E-03	10:03:36
A5_2	E5	5	bact_pred	bact_strep	F	05:53:41	1.05E-03	10:17:36
A5_2	F5	6	bact_pred	bact_strep	F	05:39:01	1.01E-03	10:35:39
A5_2	G5	7	bact_pred	bact_strep	F	05:56:20	1.04E-03	10:43:40
A5_2	H5	8	bact_pred	bact_strep	F	06:34:44	1.08E-03	10:54:28
A5_2	A6	9	bact_pred	bact_strep	F	05:41:35	1.10E-03	10:22:46
A5_2	B6	10	bact_pred	bact_strep	F	05:38:34	1.07E-03	10:04:12
A5_2	C6	11	bact_pred	bact_strep	F	05:38:46	1.10E-03	09:59:43
A5_2	D6	12	bact_pred	bact_strep	F	05:36:37	1.06E-03	10:14:29
A5_2	E6	13	bact_pred	bact_strep	F	05:48:16	1.07E-03	10:35:12
A5_2	F6	14	bact_pred	bact_strep	F	05:39:26	1.04E-03	10:14:52
A5_2	G6	15	bact_pred	bact_strep	F	06:06:43	1.06E-03	10:08:40
A5_2	H6	16	bact_pred	bact_strep	F	06:07:47	1.06E-03	10:30:40
A5_2	A7	17	bact_pred	bact_strep	F	08:43:33	1.67E-03	12:18:48
A5_2	B7	18	bact_pred	bact_strep	F	04:58:22	9.91E-04	10:21:55
A5_2	C7	19	bact_pred	bact_strep	F	05:27:51	1.03E-03	10:06:07
A5_2	D7	20	bact_pred	bact_strep	F	05:44:23	1.02E-03	10:31:15
A5_2	E7	21	bact_pred	bact_strep	F	05:26:52	1.08E-03	10:27:15
A5_2	F7	22	bact_pred	bact_strep	F	05:38:13	1.02E-03	10:34:25
A5_2	G7	23	bact_pred	bact_strep	F	05:54:40	1.01E-03	10:51:40
A5_2	H7	24	bact_pred	bact_strep	F	06:25:29	1.04E-03	10:21:10
A5_2	A8	25	bact_pred	bact_strep	F	24:59:34	1.30E-03	36:34:03
A5_2	B8	26	bact_pred	bact_strep	F	05:10:51	9.76E-04	10:09:18
A5_2	C8	27	bact_pred	bact_strep	F	05:41:16	9.90E-04	10:26:18
A5_2	D8	28	bact_pred	bact_strep	F	05:37:04	9.77E-04	10:29:57
A5_2	E8	29	bact_pred	bact_strep	F	15:10:38	4.10E-04	21:54:44
A5_2	F8	30	bact_pred	bact_strep	F	08:41:39	1.57E-03	12:14:57
A5_2	G8	31	bact_pred	bact_strep	F	05:47:37	9.99E-04	09:59:42
A5_2	H8	32	bact_pred	bact_strep	F	38:42:28	-5.03E-03	36:57:15
A5_3	A1	1	bact_strep	bact_pred	F	07:32:05	5.97E-04	15:40:55
A5_3	B1	2	bact_strep	bact_pred	F	08:02:21	6.27E-04	16:06:13
A5_3	C1	3	bact_strep	bact_pred	F	-2.82E-06	01:10:00
A5_3	D1	4	bact_strep	bact_pred	F	07:18:20	6.15E-04	16:11:37
A5_3	E1	5	bact_strep	bact_pred	F	07:24:52	5.90E-04	15:58:45
A5_3	F1	6	bact_strep	bact_pred	F	44:12:38	-3.06E-03	41:54:45
A5_3	G1	7	bact_strep	bact_pred	F	05:47:32	1.12E-03	10:14:49
A5_3	H1	8	bact_strep	bact_pred	F	07:30:41	5.83E-04	16:08:02
A5_3	A2	9	bact_strep	bact_pred	F	05:21:31	1.21E-03	09:43:41
A5_3	B2	10	bact_strep	bact_pred	F	07:59:29	6.66E-04	16:11:26
A5_3	C2	11	bact_strep	bact_pred	F	07:57:30	6.39E-04	16:26:13
A5_3	D2	12	bact_strep	bact_pred	F	07:41:31	6.23E-04	15:56:32
A5_3	E2	13	bact_strep	bact_pred	F	09:24:58	7.11E-04	16:16:55
A5_3	F2	14	bact_strep	bact_pred	F	-2.75E-06	-01:34:50
A5_3	G2	15	bact_strep	bact_pred	F	07:10:37	5.98E-04	16:16:12
A5_3	H2	16	bact_strep	bact_pred	F	05:57:09	1.23E-03	10:13:20
A5_3	A3	17	bact_strep	bact_pred	F	05:25:00	1.15E-03	09:56:19
A5_3	B3	18	bact_strep	bact_pred	F	20:38:25	-4.82E-06	19:08:32
A5_3	C3	19	bact_strep	bact_pred	F	17:28:46	6.37E-04	23:49:27
A5_3	D3	20	bact_strep	bact_pred	F	31:29:38	-4.79E-06	31:18:29
A5_3	E3	21	bact_strep	bact_pred	F	08:20:42	6.32E-04	16:09:42
A5_3	F3	22	bact_strep	bact_pred	F	32:54:08	9.72E-05	39:38:44
A5_3	G3	23	bact_strep	bact_pred	F	08:02:21	7.88E-04	14:43:07
A5_3	H3	24	bact_strep	bact_pred	F	07:24:13	5.92E-04	15:39:15
A5_3	A4	25	bact_strep	bact_pred	F	09:58:53	7.42E-04	16:32:23
A5_3	B4	26	bact_strep	bact_pred	F	11:39:50	3.95E-04	19:54:53
A5_3	C4	27	bact_strep	bact_pred	F	07:49:57	6.45E-04	16:11:09
A5_3	D4	28	bact_strep	bact_pred	F	07:48:28	6.53E-04	16:22:33
A5_3	E4	29	bact_strep	bact_pred	F	05:12:35	1.11E-03	09:37:05
A5_3	F4	30	bact_strep	bact_pred	F	04:32:17	2.71E-06	02:44:13
A5_3	G4	31	bact_strep	bact_pred	F	07:17:37	6.12E-04	16:18:14
A5_3	H4	32	bact_strep	bact_pred	F	07:20:29	6.23E-04	16:02:22
A5_3	A9	1	bact_strep	bact_pred_strep	F	08:36:15	7.28E-04	15:39:50
A5_3	B9	2	bact_strep	bact_pred_strep	F	04:44:59	1.37E-03	08:50:32
A5_3	C9	3	bact_strep	bact_pred_strep	F	11:00:22	6.16E-04	19:06:01
A5_3	D9	4	bact_strep	bact_pred_strep	F	05:47:21	1.28E-03	08:44:43
A5_3	E9	5	bact_strep	bact_pred_strep	F	05:24:33	1.25E-03	08:29:51
A5_3	F9	6	bact_strep	bact_pred_strep	F	09:17:04	7.99E-04	15:28:15
A5_3	G9	7	bact_strep	bact_pred_strep	F	09:11:19	8.18E-04	15:26:37
A5_3	H9	8	bact_strep	bact_pred_strep	F	08:59:45	7.23E-04	16:01:17
A5_3	A10	9	bact_strep	bact_pred_strep	F	04:36:07	1.28E-03	07:50:53
A5_3	B10	10	bact_strep	bact_pred_strep	F	11:07:04	6.27E-04	18:25:01
A5_3	C10	11	bact_strep	bact_pred_strep	F	08:47:53	7.41E-04	15:51:17
A5_3	D10	12	bact_strep	bact_pred_strep	F	07:58:38	4.47E-04	17:52:26
A5_3	E10	13	bact_strep	bact_pred_strep	F	09:12:35	8.22E-04	15:09:58
A5_3	F10	14	bact_strep	bact_pred_strep	F	07:08:06	1.25E-03	10:26:41
A5_3	G10	15	bact_strep	bact_pred_strep	F	07:22:35	6.80E-04	14:55:10
A5_3	H10	16	bact_strep	bact_pred_strep	F	09:10:17	7.92E-04	15:38:37
A5_3	A11	17	bact_strep	bact_pred_strep	F	09:31:24	8.83E-04	15:19:57
A5_3	B11	18	bact_strep	bact_pred_strep	F	05:22:15	1.27E-03	09:43:24
A5_3	C11	19	bact_strep	bact_pred_strep	F	08:50:14	7.44E-04	15:48:12
A5_3	D11	20	bact_strep	bact_pred_strep	F	06:52:35	1.34E-03	09:57:36
A5_3	E11	21	bact_strep	bact_pred_strep	F	11:04:22	6.57E-04	18:02:27
A5_3	F11	22	bact_strep	bact_pred_strep	F	09:34:29	8.05E-04	15:59:20
A5_3	G11	23	bact_strep	bact_pred_strep	F	09:02:09	7.97E-04	15:27:42
A5_3	H11	24	bact_strep	bact_pred_strep	F	07:57:06	4.77E-04	17:17:03
A5_3	A12	25	bact_strep	bact_pred_strep	F	11:41:34	6.96E-04	18:33:28
A5_3	B12	26	bact_strep	bact_pred_strep	F	08:44:13	7.30E-04	15:49:51
A5_3	C12	27	bact_strep	bact_pred_strep	F	09:10:48	8.19E-04	15:47:49
A5_3	D12	28	bact_strep	bact_pred_strep	F	09:05:22	7.89E-04	15:43:03
A5_3	E12	29	bact_strep	bact_pred_strep	F	09:03:21	7.75E-04	15:52:17
A5_3	F12	30	bact_strep	bact_pred_strep	F	07:24:44	6.22E-04	16:36:44
A5_3	G12	31	bact_strep	bact_pred_strep	F	08:09:31	6.74E-04	15:20:26
A5_3	H12	32	bact_strep	bact_pred_strep	F	08:26:05	6.88E-04	15:41:35
A5_3	A5	1	bact_strep	bact_strep	F	05:15:21	1.29E-03	09:28:11
A5_3	B5	2	bact_strep	bact_strep	F	13:21:42	5.71E-04	22:17:20
A5_3	C5	3	bact_strep	bact_strep	F	09:10:48	7.21E-04	15:23:39
A5_3	D5	4	bact_strep	bact_strep	F	05:10:30	1.29E-03	09:26:47
A5_3	E5	5	bact_strep	bact_strep	F	05:27:51	1.32E-03	09:29:40
A5_3	F5	6	bact_strep	bact_strep	F	05:29:51	1.29E-03	09:44:02
A5_3	G5	7	bact_strep	bact_strep	F	05:21:56	1.26E-03	09:39:10
A5_3	H5	8	bact_strep	bact_strep	F	05:47:16	1.26E-03	10:03:02
A5_3	A6	9	bact_strep	bact_strep	F	05:17:32	1.24E-03	09:36:07
A5_3	B6	10	bact_strep	bact_strep	F	05:17:25	1.26E-03	09:35:04
A5_3	C6	11	bact_strep	bact_strep	F	05:08:51	1.20E-03	09:37:12
A5_3	D6	12	bact_strep	bact_strep	F	05:18:48	1.22E-03	09:34:47
A5_3	E6	13	bact_strep	bact_strep	F	05:24:28	1.27E-03	09:42:07
A5_3	F6	14	bact_strep	bact_strep	F	05:20:42	1.24E-03	09:41:00
A5_3	G6	15	bact_strep	bact_strep	F	05:34:07	1.28E-03	09:44:21
A5_3	H6	16	bact_strep	bact_strep	F	05:46:03	1.26E-03	09:58:15
A5_3	A7	17	bact_strep	bact_strep	F	08:37:15	1.41E-03	13:50:44
A5_3	B7	18	bact_strep	bact_strep	F	04:45:21	1.38E-03	08:52:01
A5_3	C7	19	bact_strep	bact_strep	F	05:13:59	1.41E-03	09:15:16
A5_3	D7	20	bact_strep	bact_strep	F	05:16:25	1.40E-03	09:16:07
A5_3	E7	21	bact_strep	bact_strep	F	05:02:30	1.24E-03	09:16:49
A5_3	F7	22	bact_strep	bact_strep	F	05:18:50	1.26E-03	09:39:04
A5_3	G7	23	bact_strep	bact_strep	F	05:10:10	1.29E-03	09:26:54
A5_3	H7	24	bact_strep	bact_strep	F	05:54:05	1.35E-03	10:03:19
A5_3	A8	25	bact_strep	bact_strep	F	04:58:01	1.29E-03	09:15:04
A5_3	B8	26	bact_strep	bact_strep	F	05:06:50	1.31E-03	09:19:13
A5_3	C8	27	bact_strep	bact_strep	F	05:05:11	1.29E-03	09:20:56
A5_3	D8	28	bact_strep	bact_strep	F	05:07:21	1.25E-03	09:25:13
A5_3	E8	29	bact_strep	bact_strep	F	17:19:34	6.10E-04	26:56:20
A5_3	F8	30	bact_strep	bact_strep	F	08:37:38	1.48E-03	13:06:09
A5_3	G8	31	bact_strep	bact_strep	F	04:50:34	1.29E-03	09:06:03
A5_3	H8	32	bact_strep	bact_strep	F	13:16:37	8.45E-04	20:55:25
A5_4	A1	1	bact_pred_strep	bact_pred	F	17:50:49	2.25E-03	22:51:02
A5_4	B1	2	bact_pred_strep	bact_pred	F	16:48:17	1.09E-03	24:54:08
A5_4	C1	3	bact_pred_strep	bact_pred	F	47:48:01	1.56E-04	47:51:10
A5_4	D1	4	bact_pred_strep	bact_pred	F	15:37:10	1.73E-03	22:50:54
A5_4	E1	5	bact_pred_strep	bact_pred	F	14:43:31	1.38E-03	23:19:40
A5_4	F1	6	bact_pred_strep	bact_pred	F	15:18:10	3.12E-04	21:59:07
A5_4	G1	7	bact_pred_strep	bact_pred	F	06:09:09	8.47E-04	11:36:49
A5_4	H1	8	bact_pred_strep	bact_pred	F	36:29:51	1.15E-03	40:57:33
A5_4	A2	9	bact_pred_strep	bact_pred	F	05:54:23	8.72E-04	11:25:15
A5_4	B2	10	bact_pred_strep	bact_pred	F	14:48:20	1.68E-03	22:52:56
A5_4	C2	11	bact_pred_strep	bact_pred	F	16:13:26	1.64E-03	23:54:03
A5_4	D2	12	bact_pred_strep	bact_pred	F	21:37:57	1.06E-03	26:29:32
A5_4	E2	13	bact_pred_strep	bact_pred	F	17:12:50	1.98E-03	23:09:13
A5_4	F2	14	bact_pred_strep	bact_pred	F	15:46:57	-2.30E-04	12:30:48
A5_4	G2	15	bact_pred_strep	bact_pred	F	22:57:31	-1.87E-03	19:41:38
A5_4	H2	16	bact_pred_strep	bact_pred	F	07:32:03	9.22E-04	12:04:30
A5_4	A3	17	bact_pred_strep	bact_pred	F	05:57:18	8.68E-04	11:07:44
A5_4	B3	18	bact_pred_strep	bact_pred	F	03:25:33	1.99E-04	06:21:54
A5_4	C3	19	bact_pred_strep	bact_pred	F	26:19:00	-6.45E-04	23:54:54
A5_4	D3	20	bact_pred_strep	bact_pred	F	02:54:56	1.05E-04	05:42:00
A5_4	E3	21	bact_pred_strep	bact_pred	F	08:52:08	3.96E-04	19:51:23
A5_4	F3	22	bact_pred_strep	bact_pred	F	-1.82E-04	44:43:18
A5_4	G3	23	bact_pred_strep	bact_pred	F	11:50:33	1.52E-03	14:58:30
A5_4	H3	24	bact_pred_strep	bact_pred	F	-4.04E-03	45:25:36
A5_4	A4	25	bact_pred_strep	bact_pred	F	21:21:02	1.14E-03	25:54:53
A5_4	B4	26	bact_pred_strep	bact_pred	F	10:16:01	2.55E-04	18:05:36
A5_4	C4	27	bact_pred_strep	bact_pred	F	17:36:36	2.25E-03	22:44:25
A5_4	D4	28	bact_pred_strep	bact_pred	F	16:48:05	1.86E-03	23:19:57
A5_4	E4	29	bact_pred_strep	bact_pred	F	05:48:30	8.95E-04	11:11:15
A5_4	F4	30	bact_pred_strep	bact_pred	F	-1.29E-04	44:23:23
A5_4	G4	31	bact_pred_strep	bact_pred	F	22:38:17	-1.89E-03	18:42:48
A5_4	H4	32	bact_pred_strep	bact_pred	F	21:56:40	5.47E-04	30:49:11
A5_4	A9	1	bact_pred_strep	bact_pred_strep	F	15:54:17	2.56E-03	20:52:14
A5_4	B9	2	bact_pred_strep	bact_pred_strep	F	42:19:26	-1.46E-03	37:47:03
A5_4	C9	3	bact_pred_strep	bact_pred_strep	F	18:45:02	2.34E-03	23:43:15
A5_4	D9	4	bact_pred_strep	bact_pred_strep	F	06:21:52	1.03E-03	10:26:24
A5_4	E9	5	bact_pred_strep	bact_pred_strep	F	24:13:39	1.20E-03	29:16:04
A5_4	F9	6	bact_pred_strep	bact_pred_strep	F	17:28:25	2.42E-03	22:52:08
A5_4	G9	7	bact_pred_strep	bact_pred_strep	F	17:08:19	2.68E-03	22:33:00
A5_4	H9	8	bact_pred_strep	bact_pred_strep	F	15:24:38	1.93E-03	22:17:04
A5_4	A10	9	bact_pred_strep	bact_pred_strep	F	43:18:38	-2.95E-03	39:26:27
A5_4	B10	10	bact_pred_strep	bact_pred_strep	F	16:25:37	1.87E-03	24:27:47
A5_4	C10	11	bact_pred_strep	bact_pred_strep	F	17:23:46	2.29E-03	22:05:56
A5_4	D10	12	bact_pred_strep	bact_pred_strep	F	22:52:07	2.24E-03	29:39:10
A5_4	E10	13	bact_pred_strep	bact_pred_strep	F	16:48:46	2.56E-03	22:13:56
A5_4	F10	14	bact_pred_strep	bact_pred_strep	F	07:53:42	9.63E-04	11:55:25
A5_4	G10	15	bact_pred_strep	bact_pred_strep	F	14:15:10	2.05E-03	19:58:12
A5_4	H10	16	bact_pred_strep	bact_pred_strep	F	16:21:04	2.56E-03	21:27:34
A5_4	A11	17	bact_pred_strep	bact_pred_strep	F	15:50:48	2.86E-03	18:31:18
A5_4	B11	18	bact_pred_strep	bact_pred_strep	F	16:20:27	1.18E-03	24:50:40
A5_4	C11	19	bact_pred_strep	bact_pred_strep	F	15:13:35	2.44E-03	18:19:51
A5_4	D11	20	bact_pred_strep	bact_pred_strep	F	07:27:57	1.07E-03	11:01:27
